Age ,Gender ,MaritalStatus ,Department             ,JobRole                   ,JobLevel ,JobInvolvement ,JobSatisfaction ,MonthlyIncome ,HourlyRate ,DailyRate ,MonthlyRate ,TotalWorkingYears ,YearsAtCompany ,YearsInCurrentRole ,YearsSinceLastPromotion ,YearsWithCurrManager ,BusinessTravel    ,DistanceFromHome ,Education ,EducationField   ,EnvironmentSatisfaction ,RelationshipSatisfaction ,WorkLifeBalance ,NumCompaniesWorked ,OverTime ,PercentSalaryHike ,PerformanceRating ,StockOptionLevel ,TrainingTimesLastYear ,EmployeeCount ,EmployeeNumber ,Over18 ,StandardHours ,Attrition
 52 ,Female ,Married       ,Research & Development ,Manager                   ,       4 ,             3 ,              4 ,        16555 ,        30 ,     1490 ,      10310 ,               31 ,             5 ,                 2 ,                      1 ,                   4 ,Travel_Rarely     ,               4 ,        2 ,Life Sciences    ,                      4 ,                       4 ,              1 ,                 2 ,No       ,               13 ,                3 ,               0 ,                    2 ,            1 ,           546 ,Y      ,           80 ,No
 42 ,Female ,Divorced      ,Research & Development ,Research Scientist        ,       2 ,             3 ,              3 ,         4556 ,        92 ,      532 ,      12932 ,               19 ,             5 ,                 4 ,                      0 ,                   2 ,Travel_Frequently ,              29 ,        2 ,Life Sciences    ,                      1 ,                       2 ,              3 ,                 2 ,No       ,               11 ,                3 ,               1 ,                    3 ,            1 ,           547 ,Y      ,           80 ,No
 30 ,Female ,Single        ,Research & Development ,Manufacturing Director    ,       2 ,             1 ,              4 ,         6091 ,        43 ,      317 ,      24793 ,               11 ,             5 ,                 4 ,                      0 ,                   2 ,Travel_Rarely     ,               2 ,        3 ,Life Sciences    ,                      3 ,                       3 ,              3 ,                 2 ,No       ,               20 ,                4 ,               0 ,                    2 ,            1 ,           548 ,Y      ,           80 ,No
 60 ,Female ,Married       ,Research & Development ,Manager                   ,       5 ,             3 ,              1 ,        19566 ,        41 ,      422 ,       3854 ,               33 ,            29 ,                 8 ,                     11 ,                  10 ,Travel_Rarely     ,               7 ,        3 ,Life Sciences    ,                      1 ,                       4 ,              1 ,                 5 ,No       ,               11 ,                3 ,               0 ,                    5 ,            1 ,           549 ,Y      ,           80 ,No
 46 ,Female ,Divorced      ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              3 ,         4810 ,        87 ,     1485 ,      26314 ,               19 ,            10 ,                 7 ,                      0 ,                   8 ,Travel_Rarely     ,              18 ,        3 ,Medical          ,                      3 ,                       3 ,              2 ,                 2 ,No       ,               14 ,                3 ,               1 ,                    5 ,            1 ,           550 ,Y      ,           80 ,No
 42 ,Female ,Married       ,Research & Development ,Healthcare Representative ,       2 ,             2 ,              4 ,         4523 ,        88 ,     1368 ,       4386 ,                7 ,             6 ,                 5 ,                      0 ,                   4 ,Travel_Frequently ,              28 ,        4 ,Technical Degree ,                      4 ,                       4 ,              4 ,                 0 ,No       ,               11 ,                3 ,               3 ,                    4 ,            1 ,           551 ,Y      ,           80 ,No
 24 ,Female ,Single        ,Sales                  ,Sales Representative      ,       1 ,             3 ,              2 ,         3202 ,        62 ,     1448 ,      21972 ,                6 ,             5 ,                 3 ,                      1 ,                   4 ,Travel_Rarely     ,               1 ,        1 ,Technical Degree ,                      1 ,                       2 ,              3 ,                 1 ,Yes      ,               16 ,                3 ,               0 ,                    4 ,            1 ,           554 ,Y      ,           80 ,Yes
 34 ,Female ,Divorced      ,Sales                  ,Sales Representative      ,       1 ,             1 ,              3 ,         2351 ,        33 ,      296 ,      12253 ,                3 ,             2 ,                 2 ,                      1 ,                   0 ,Travel_Frequently ,               6 ,        2 ,Marketing        ,                      4 ,                       4 ,              2 ,                 0 ,No       ,               16 ,                3 ,               1 ,                    3 ,            1 ,           555 ,Y      ,           80 ,Yes
 38 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              4 ,         1702 ,        42 ,     1490 ,      12106 ,                1 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Frequently ,               2 ,        2 ,Life Sciences    ,                      4 ,                       3 ,              3 ,                 1 ,Yes      ,               23 ,                4 ,               1 ,                    3 ,            1 ,           556 ,Y      ,           80 ,No
 40 ,Female ,Married       ,Sales                  ,Manager                   ,       5 ,             3 ,              3 ,        18041 ,        79 ,     1398 ,      13022 ,               21 ,            20 ,                15 ,                      1 ,                  12 ,Travel_Rarely     ,               2 ,        4 ,Life Sciences    ,                      3 ,                       4 ,              3 ,                 0 ,No       ,               14 ,                3 ,               0 ,                    2 ,            1 ,           558 ,Y      ,           80 ,No
